title,appeared,type,lastActivity,repos,country
praxis-lang,2011,pl,2011,0,United Kingdom
SYNAPSE,1990,pl,2011,0,World
Optimized Systems Software,1981,pl,2005,0,United States
NEWP,1985,pl,2006,0,United States
fructure-editor,2017,pl,2022,0,United States and United Kingdom
Smile data interchange format,2010,binaryDataFormat,2022,0,World
Fossil,2006,application,2022,0,United States
SipHash,2011,hashFunction,2011,0,World
GNU Guix,2013,distribution,2019,0,United States
SDF,1989,grammarLanguage,2003,0,World
HyPhy,2008,pl,2022,73,United States
mimium,2019,pl,2022,0,Japan
Quake,2001,pl,2018,0,United States
Ohayo,2017,pl,2022,0,United States
SMX,1998,pl,2009,0,World
Action Code Script,2004,pl,2004,0,World
CobolScript,1999,pl,2016,0,United States
Đ,2019,pl,2020,0,China
Truth,2019,dataNotation,2023,0,World
DAP FORTRAN,1975,pl,2007,0,United Kingdom
Project MAC’s SYmbolic MAnipulator,1968,pl,2006,0,United States
BeBasic,2009,pl,2022,0,China
Aardvark,2020,pl,2022,0,South Korea
LispWorks,1989,pl,1989,0,United Kingdom
Processor Technology,1975,pl,2006,0,United States
Haxe Library Manager,2013,packageManager,2023,0,Unknown
ko,2018,pl,2022,0,The Netherlands and United States
Visual Paradigm,2002,application,2002,0,World
X BitMap,1989,textDataFormat,1989,0,World
Gremlin,2009,queryLanguage,2011,0,Various
Winbatch,1989,pl,2022,0,World
Small-C,1980,pl,2002,0,World
Functional PHP Preprocessor,2018,pl,2021,0,Paraguay
SDTM,2004,standard,2004,0,World
Conway chained arrow notation,1996,notation,1996,0,United Kingdom
crmsh,2008,pl,2022,0,Various
juvix,2017,pl,2022,0,Various
Lucid,2014,template,2022,0,England
Kuroko,2020,pl,2022,0,World
DML,2005,pl,2007,0,United States
Parenscript,2009,pl,2022,0,United States and Italy
Virgil,2006,pl,2022,0,World
hexagony,2015,esolang,2022,0,Germany
Scala Markup Language,2010,template,2015,7,World
ODRL,2000,pl,2004,0,Australia
Forte 4GL,1994,pl,2006,0,United States
XPL0,1976,pl,2008,0,World
GLMS,2022,pl,2023,0,World
kumir,2011,pl,2022,0,Russia
ISETL,1989,pl,2014,0,United States
P*,2013,pl,2020,0,Norway
Boogie,2008,pl,2008,4,World
BrightScript,2008,pl,2008,0,Australia
Hspec,1990,pl,2022,0,Various
Markdeep,2015,textMarkup,2015,0,Canada
opengraph,2010,xmlFormat,2022,0,United States
rosette-lang,2013,pl,2013,0,World
xsharp,2015,pl,2015,0,World
Linker Script,1991,application,1991,0,United States
rbs,2020,headerLang,2020,0,United States
vega-editor-app,2015,application,2022,0,World
Short Code computer language,1949,pl,2006,0,World
Simplicity,2017,pl,2022,0,World
Edinburgh IMP,2002,pl,2004,0,United Kingdom
never,2018,pl,2022,0,Spain
expresso,2012,pl,2022,0,United Kingdom
Gist,1977,pl,2005,0,United States
WinWrap Basic,1993,pl,2009,0,World
Sawzall,2003,pl,2007,0,World
Irvine Dataflow,1975,pl,2008,0,United States
ALGOL 68-R,1970,pl,2006,0,World
jeebox,2012,pl,2022,0,Unknown
ARM Templates,2017,jsonFormat,2017,0,World
Continuity of Care Document,2008,xmlFormat,2008,0,United States
CBASIC,1982,pl,2006,0,United States
Atlas Autocode,1965,pl,2002,0,England
solid,2013,pl,2022,0,World
DATABUS,1972,pl,1972,0,United States
OGNL,2007,pl,2011,0,United States
Sublime Syntax,2008,grammarLanguage,2008,0,World
sporth,2015,pl,2019,0,World
Pycket,2022,pl,2022,0,Germany
Energy Systems Language,1950,notation,2005,0,United States
Flowcode,2002,pl,2018,0,United Kingdom
Kuin,2016,pl,2022,0,Japan
Rocky Mountain BASIC,1988,pl,2005,0,United States
Python for S60,2006,pl,2008,0,United States
Pharen,2009,pl,2018,0,United States
A+,1988,pl,2022,0,United States
Clinical Document Architecture,1996,xmlFormat,1996,0,United States
Axiom,1992,pl,2004,0,Various
Vyxal,2020,esolang,2023,0,Australia
xxl,2016,pl,2022,0,World
Literate Haskell,1991,pl,2018,0,United States
RHTML,2004,template,2018,0,Various
Homa,2018,protocol,2022,0,United States
Gellish,2005,textMarkup,2006,0,United Kingdom and Switzerland
ObjectScript,2012,pl,2022,13,Russia
aretext,2020,editor,2022,0,United States
Candy,2020,pl,2022,0,Germany
Pnuts,1997,pl,2008,0,Japan
Interactive C Interpreter,1980,pl,2004,0,Australia
ApeScript,1995,pl,2006,0,World
Speech Synthesis Markup Language,2010,xmlFormat,2010,0,World
Céu,2011,pl,2022,0,Brazil
Bla,1994,pl,1994,0,Netherlands
D2,1995,textMarkup,1995,0,United States
dbml,2019,textMarkup,2019,0,World
False,1993,pl,1993,0,United States
Lexon,2018,contractLanguage,2018,0,Uruguay
Low*,2008,pl,2008,0,United States and France
Sitemap,2001,xmlFormat,2022,0,World
2-pak,1975,pl,1975,0,World
Portable Bit Map Format,1986,textDataFormat,1986,0,Unknown
Graphics BASIC,1983,pl,2005,0,United States
IMP,1968,pl,2004,0,United States
Lazy ML,1980,pl,2008,0,Sweden
Mortran,1973,pl,2008,0,United States
EXEC 2,1970,pl,2007,0,United States
Phel,2020,pl,2022,0,United States
ΜC++,1992,pl,2022,0,Canada
Instruction list,2000,pl,2000,0,Switzerland
DDA,1979,pl,2004,0,United States
Synon,1986,pl,2004,0,World
XCAS,2001,pl,2007,0,World
PL/P,1978,pl,2009,0,United States
categorical-query-language,2019,queryLanguage,2022,0,The Netherlands
Simons' BASIC,1983,pl,2005,0,World
MetaComCo,1981,pl,2002,0,England
jinx,2016,pl,2022,0,Unknown
Tabloid,2020,esolang,2022,0,World
Laning and Zierler system,1953,pl,2005,0,United States
Armed Bear Common Lisp,2008,pl,2022,0,World
redprl,2016,pl,2022,0,Various
Advanced Authoring Format,2002,binaryDataFormat,2002,0,World
SAC,1994,pl,2005,0,World
IDL specification language,1980,idl,2004,0,United States and Canada
yeti,2007,pl,2022,0,World
inko,2015,pl,2022,0,The Netherlands
tampio,2017,pl,2022,0,World
Glyph,2007,pl,2013,11,United States
WebDNA,1995,pl,2009,0,World
Scsh,2002,pl,2003,0,World
Kamby,2022,pl,2023,0,Brazil
Nickle,2001,pl,2006,0,United States
Sugar,2006,pl,2017,0,New Zealand
ten,2019,pl,2022,0,World
Nuua,2018,pl,2022,0,Spain
Toy,2018,pl,2022,0,World
Urbiscript,2003,pl,2011,0,World
Mudlle,1998,pl,2021,0,Switzerland
blz,2015,pl,2021,0,United States
FOAF,2007,xmlFormat,2007,0,Various
G-Portugol,2005,pl,2017,0,Portugal
YESS,2022,protocol,2022,0,World
Macchiato,2019,pl,2019,0,Japan
The Dog Programming Language,2011,pl,2011,0,United States
world,2011,pl,2022,0,World
ca65 Assembly,1998,assembly,1998,0,Germany
ctalk-lang,1989,pl,1989,0,France
GUIDE,1994,pl,1994,0,France
IRC chat logs,1988,application,1988,0,United States
v8torque,2018,pl,2018,0,World
Zork Implementation Language,1988,pl,1988,0,World
MLAB,1975,pl,2013,0,United States
g-fu,2019,pl,2022,0,Unknown
CHICKEN,1994,pl,2006,0,Various
Tahoe-LAFS,2007,filesystem,2018,0,World
3D Manufacturing Format,2015,xmlFormat,2015,0,World
little,2016,pl,2022,0,United States
Yabasic,1995,pl,2018,0,World
CRAM file format,2011,binaryDataFormat,2018,0,Canada
BEAM Erlang virtual machine,2011,vm,2011,0,Sweden
MHEG-5,1997,schema,2003,0,Switzerland
Chinese BASIC,1980,pl,2005,0,Taiwan
lift,2014,pl,2022,0,Scotland and Germany
Basic4android,2011,pl,2018,0,Israel
SequenceL,1989,pl,2012,0,World
Atari Microsoft BASIC,1981,pl,2004,0,World
Le-Lisp,1984,pl,2004,0,France
PL/C,1973,pl,2003,0,United States
Google Data Protcol,2007,protocol,2007,0,United States
Frank,2017,pl,2022,0,United Kingdom
clarity,2019,contractLanguage,2023,0,United States
Pyth,2014,pl,2014,0,World
TMTP,2017,protocol,2022,0,World
De Bruijn index,1972,notation,1972,0,Netherlands
Pro*C,1996,pl,2007,0,United States
SP/k,1974,pl,2004,0,Canada
FloScript,2013,pl,2021,0,United States
hr-code,2019,barCodeFormat,2022,0,Turkey
Binary Alignment Map,2009,binaryDataFormat,2016,0,Various
Atari ST BASIC,1985,pl,2005,0,England
Obliq,1993,pl,2004,0,World
PEAR,1999,packageManager,1999,0,Unknown
CYCL,1988,pl,2002,0,United States
Wing,2022,pl,2023,0,World
A++,1996,pl,2001,0,Germany
Unity3D Asset,2005,application,2018,0,World
Prograph,1983,pl,2004,0,Canada
Gren,2012,pl,2022,0,Unknown
ATLAS Transformation Language,2005,pl,2005,0,Canada
Tandem Advanced Command Language,1999,pl,2005,0,World
Stockholm format,1997,textDataFormat,2008,0,World
Miva,1996,pl,2008,0,United States
CLAIRE,2004,pl,2004,0,France
Rebeca Modeling Language,2004,pl,2022,0,Iran
CLPR,1986,pl,2007,0,Australia
ProbeVue,2008,pl,2008,0,United States
iCalendar,1998,textDataFormat,1998,0,Canada
Space,2013,dataNotation,2017,0,World
dllup,2015,textMarkup,2022,0,United States
Dashrep,2011,pl,2022,0,United States
Acme,1994,pl,1994,0,United States
AspectC++,2001,pl,2022,0,Various countries in Western Europe
frame,2013,pl,2013,0,United States
Plot,2006,pl,2006,0,United States
4th Dimension,1987,pl,1987,0,World
Fortran 90,1990,pl,1990,0,United Kingdom
Netpbm grayscale image format,1988,textDataFormat,1988,0,Unknown
ESC/P,1992,pl,2007,0,Japan
OQL,1986,queryLanguage,1986,0,United States
Coda web development software,2007,editor,2007,0,United States
Hotdog,2001,pl,2001,0,New Zealand
Apple ProDOS,1983,os,2003,0,United States
Meta Expressions,1960,dataNotation,1960,0,United States
Kaffeine,2010,pl,2012,0,Ireland
General-purpose macro processor,1995,grammarLanguage,1995,0,Various
SenseTalk,2001,pl,2022,0,World
CodeGear Delphi,1995,pl,2009,0,United States
Ruby Document format,1995,textMarkup,2005,0,World
Dink Smallwood,1998,pl,2004,0,Japan
Nadesiko,2008,pl,2022,0,Japan
Netlib,1985,library,2022,0,United States
MAI Basic Four,1974,pl,2007,0,United States
Crystallographic Information File,1991,textDataFormat,1991,0,United Kingdom and Germany
candor,2012,pl,2022,0,United States
Dasm,1988,assembly,2022,0,United States and Germany and Canada
ARITH-MATIC,1954,pl,2002,0,United States
IBM BASICA,1981,pl,2011,0,United States
ABC 80,1978,pl,2003,0,World
Lawvere,2021,pl,2022,0,Japan
Margin,2019,textMarkup,2022,0,United States
ecsharp,2008,pl,2022,0,Canada
SpiderBasic,2015,pl,2022,0,France
Silicon Graphics Image,1996,binaryDataFormat,1996,0,United States
Schematron,1999,xmlFormat,2016,0,World
METAPOST,1994,pl,1994,0,Various
IBM Informix-4GL,1985,queryLanguage,2003,0,World
zolang,2018,pl,2022,0,World
video,2016,pl,2022,0,United States
Wart,2010,pl,2019,0,World
hamdown,2018,textMarkup,2022,0,Serbia
MUDDL,1988,pl,2022,0,United Kingdom
Dolittle,1952,pl,2013,0,Japan
Sing Sharp,2005,pl,2005,0,World
Leda,1995,pl,2022,0,United States
MACRO-11,1974,pl,2005,0,United States
json->url,2017,jsonFormat,2022,0,Canada
MakeDoc,2000,textMarkup,2009,0,United States
Namespace-based Validation Dispatching Language,2006,xmlFormat,2006,0,United States and Canada
Chrome,2008,pl,2008,0,United States
Nord Programming Language,1974,pl,2006,0,Norway
funl,2020,pl,2022,0,Finland
FCL,1989,pl,1989,0,Denmark
TI-89 series,1998,pl,1998,0,World
plink-ped-format,2007,textDataFormat,2022,0,South Korea
texti,2017,textMarkup,2021,0,World
Blox,2018,pl,2018,0,World
Binary Lambda Calculus,2004,esolang,2004,0,Netherlands
myrddin,2016,pl,2017,0,United States
nimrod,2013,pl,2013,601,World
OMG IDL,2018,idl,2018,0,United States
stella,1999,pl,1999,0,World
bml,2014,dataNotation,2014,0,World
chain-format,2013,textDataFormat,2013,0,United States
Y,1981,pl,1981,0,World
elymas,2012,pl,2022,0,Germany
HAL Format,2012,binaryDataFormat,2022,0,Unknown
Chipmunk Basic,1989,pl,2015,0,United States
ILBM,1985,binaryDataFormat,1985,0,United States
FXML,2011,xmlFormat,2011,0,United States
Daisy Systems,1983,pl,2004,0,United States
Preferred Executable Format,1994,pl,2004,0,United States
Common Data Format,1985,binaryDataFormat,2004,0,United States
SCM,1990,pl,2006,0,World
Split-C,1995,pl,2006,0,World
RapidQ,2000,pl,2004,0,Unknown
tamgu,2019,pl,2022,0,World
arret,2017,pl,2022,0,World
GRAAL,1986,pl,2004,0,France
Charcoal,2016,esolang,2022,0,Unknown
ultralisp-pm,2018,packageManager,2022,0,World
Beta BASIC,1983,pl,2005,0,United States
CECIL,1992,pl,2004,0,United States
Meditech Interpretive Information System,1986,pl,2005,0,United States
Ease,1991,pl,2005,0,United States and France
JOSS Extended and Adapted for Nineteen-hundred,1960,pl,2009,0,United Kingdom
ELAN,1974,pl,2004,0,Germany
IPTSCRAE,1994,pl,2005,0,United States
moinmoin,2000,textMarkup,2000,0,Germany
CodeStudAssembler,2017,assembly,2017,0,Various
Run BASIC,2008,pl,2008,0,World
Magik,1989,pl,2005,0,United Kingdom
moya,2015,pl,2022,0,United Kingdom
TUTOR,1969,pl,2005,0,World
Refer,1978,textMarkup,1978,0,United States
RLaB,1998,pl,2004,0,United States
Flatline,2013,pl,2022,0,United States
OptimJ,2006,pl,2010,0,World
Kaleidoscope,1994,pl,2006,0,United States
Small,1980,pl,2005,0,World
3APL,1998,pl,2006,0,World
Enterprise Mashup Markup Language,2001,pl,2009,0,United States
System Automatycznego Kodowania Operacji,1960,pl,2013,0,Poland
mimix-stream-language,2018,pl,2021,0,United States
TQL,2023,queryLanguage,2023,0,World
AmbientTalk,2006,pl,2006,0,Belgium
Devicetree,2009,dataNotation,2022,0,England
Objective-S,1980,pl,1980,0,Germany
protium,2007,pl,2019,0,Australia
><>,2009,esolang,2009,0,Unknown
Make,1977,application,1977,0,United States
Robots.txt,1994,configFormat,1994,0,United Kingdom
WHIRL,1997,pl,1997,0,World
Augment,1974,pl,2002,0,United States
IBM BASIC,1981,pl,2002,0,United States
DarkBASIC,2000,pl,2004,0,United Kingdom
Apple BASIC,1978,pl,2006,0,United States
Cambridge Algebra System,1973,pl,2012,0,England
PACT I,1955,pl,2010,0,United States
LINC 4GL,1980,pl,2006,0,United States
Spice Lisp,1980,pl,2006,0,World
Dataflex,1982,pl,1982,0,United States
wah,2017,pl,2022,0,World
semicolon,2012,esolang,2022,0,India
lever,2015,pl,2022,0,Finland
Wonkey,2021,pl,2022,0,World
Kalyn,2020,pl,2022,0,United States
Piet,1990,esolang,2004,0,Australia
Slony,2004,application,2020,0,United States
obsidian,2018,pl,2022,0,United States
Text Executive Programming Language,1979,pl,2007,0,World
Wirth syntax notation,1977,grammarLanguage,1977,0,World
egel,2016,interpreter,2022,0,Unknown
QOIR,2022,binaryDataFormat,2022,0,Australia
Formula language,1989,pl,2003,0,United States
NilScript,2013,pl,2018,0,United States
OBJ,1976,pl,2004,0,United States
CMS Pipelines,1986,pl,1986,0,World
DEVIL,2000,pl,2006,0,China
SQRL,2018,queryLanguage,2023,0,World
X PixMap,1989,textDataFormat,1989,0,World
mdl,2019,isa,2022,0,United States
JCOF,2022,dataNotation,2022,0,Norway
IPL,2013,pl,2022,0,Switzerland
Astatine,2022,pl,2022,0,Germany
jasper,2014,pl,2021,0,Germany
emfatic,2004,pl,2004,0,Canada
git-config,2005,application,2005,0,United States
LARP,2003,pl,2003,0,Canada
Lazy K,2002,esolang,2002,0,The Netherlands
Liso,2014,dataNotation,2014,0,Canada
CBOR data definition language,2017,idl,2017,0,Germany
hop,2006,pl,2006,0,France
Ion Schema Language,2018,grammarLanguage,2018,0,United States
ppm-format,1988,textDataFormat,1988,0,United States
Portable Standard Lisp,1980,pl,2006,0,United States
Polymorphic Programming Language,1969,pl,2006,0,United States
Stalin,2006,compiler,2006,0,World
Cullinet,1968,pl,2005,0,United States
Knowledge Interchange Format,1990,pl,2006,0,United States
Nimskull,2021,pl,2022,0,Various
clike,2014,pl,2022,0,World
Tynker,2012,visual,2022,0,World
XBEL,2006,pl,2006,0,World
HP-GL,1986,pl,2002,0,United States
Game Oriented Assembly Lisp,1993,pl,2006,0,United States
P′′,1964,pl,2005,0,Italy
Ecstasy,2015,pl,2022,0,World
Steinhaus-Moser notation,1969,notation,1969,0,World
MML,1982,standard,2009,0,Switzerland
Content Assembly Mechanism,2002,xmlFormat,2002,0,United States
ColorForth,1992,pl,1992,0,United States
ZBasic,1980,pl,2007,0,World
SIGNAL,1982,pl,2011,0,France
MARK IV,1985,pl,2006,0,United States
TTM,1968,pl,2012,0,World
Corman Common Lisp,1995,pl,2009,0,United States
QUIKSCRIPT,1965,pl,2004,0,United States
co2,2016,pl,2022,0,United States
Ren-C,2012,pl,2022,0,Unknown
rhine,2014,pl,2022,0,France
ISBL,1980,pl,2006,0,United States
Croma,2005,pl,2014,0,Ireland
Mobl,2010,pl,2013,0,The Netherlands
UBJSON,2017,binaryDataFormat,2017,0,World
cperl,2017,pl,2022,0,Various
Tree and Tabular Combined Notation,1992,pl,2004,0,World
keli,2018,pl,2022,0,Malaysia and Germany
BASIC A+,1983,pl,2004,0,United States
Mallard BASIC,1985,pl,2004,0,United Kingdom
Janus,1990,pl,2006,0,United States
LISP 2,1963,pl,2007,0,United States
Ratfiv,1980,pl,2004,0,United States
mlatu,2021,pl,2022,0,United States
a Lisp Environment,2019,pl,2022,0,World
Steel Bank Common Lisp,1999,pl,2022,0,World
JIS X 0201,1969,characterEncoding,2005,0,Japan
Just Another Scripting Syntax,2009,pl,2009,0,United States
Forml,2011,pl,2013,0,United States
Ciel,2010,pl,2022,0,United States
Ciao,1984,pl,2013,0,Spain and United States
PICO,1997,pl,2003,0,Belgium
Slideshow,2000,textMarkup,2023,0,United States
Join Java,2000,pl,2005,0,Australia
juniper,2016,pl,2022,0,United States
RascalMPL,2010,pl,2022,0,The Netherlands
TScript,2012,pl,2012,0,World
huginn,2015,pl,2022,0,Poland
Alumina,2021,pl,2022,0,World
tuplemarkup,2012,textMarkup,2021,0,World
VlibTemplate,2003,template,2005,0,World
Dern,2008,pl,2022,0,Unknown
YAMP,2019,dataNotation,2022,0,World
HCard,2009,xmlFormat,2009,0,United States
Amazon Redshift,2012,queryLanguage,2012,0,World
strat,2018,pl,2022,0,World
Fardlang,2022,esolang,2022,0,South Korea and United States
lila-lang,2019,pl,2019,0,Unknown
HUGO,1995,pl,2021,0,Unknown
BML,2007,xmlFormat,2007,0,Various
coherence,2009,pl,2020,0,World
Procfile,2012,pl,2012,1041,United States
quorum,2013,pl,2022,0,United States
USD,2016,pl,2016,0,World
wescheme,2009,pl,2022,0,World
Worst,2001,pl,2001,0,World
Joyfully Universal Language for (Inline) Assembly,2016,pl,2016,0,United States
LIFE,1987,pl,1987,0,United States
Myghty,2006,pl,2006,59,United States
UIML,2005,xmlFormat,2007,0,World
Chomski,2007,pl,2008,0,World
Visual Test,1992,pl,2006,0,World
Argus,1982,pl,2010,0,United States
GameMonkey Script,2002,pl,2004,0,Australia
LiteScript,2013,pl,2020,0,Argentina
Om,2012,pl,2022,0,Canada
Avionics Architecture Design Language,2003,pl,2011,0,World
Trellis,1985,pl,2004,0,World
Kawa,1996,pl,2007,0,United States
Data General Business Basic,1970,pl,2004,0,United States
SnapTag,2011,barCodeFormat,2011,0,World
Transaction Language 1,1984,pl,2004,0,World
Gene transfer format,2006,textDataFormat,2006,0,United Kingdom
MEDUSA,2002,pl,2009,0,United Kingdom
ana,2018,pl,2022,0,World
polyglot-compiler,2003,compiler,2022,0,United States
Savi,2018,pl,2022,0,World
Aztec C,1980,pl,2007,0,United States
ΛProlog,1986,pl,2006,0,France
Scratchpad,1971,pl,2004,0,World
l2,2017,pl,2022,0,Unknown
Vilnius BASIC,1986,pl,2004,0,World
Jisp,2014,pl,2015,0,Unknown
mys,2020,pl,2022,0,Iran
Integrated Data Store,1964,queryLanguage,1964,0,United States
DYNAMO,1959,pl,2010,0,United States
Eurisko,1978,pl,2014,0,United States
RamdaScript,2016,pl,2018,0,United States
hivemind,2015,pl,2022,0,Bulgaria
Gforth,1992,pl,1992,0,Various
mythryl,2006,pl,2022,0,Unknown
tablam,2020,queryLanguage,2022,0,World
Alma-0,1997,pl,2004,0,World
CHILL,1980,pl,2004,0,Switzerland
Abbreviated Test Language for All Systems,1984,pl,2002,0,World
Ante,2013,esolang,2022,0,World
Proteus,1998,pl,2011,0,Italy
Rita,2019,pl,2022,0,Lithuania
JSONScript,2016,pl,2022,0,United Kingdom
CGOL,1973,pl,1973,0,United States
ZENO,1995,pl,2004,0,United States
Z,2019,pl,2022,0,World
Little Implementation Language,1974,pl,2012,0,United States
Daplex,1979,pl,2007,0,United States
NXT-G,2006,pl,2011,0,Denmark
vCard,1998,textDataFormat,1998,0,World
h,2019,esolang,2022,0,Canada
Blue,1977,pl,1977,0,United States
pinto,2016,pl,2021,0,United States
TAO,2020,dataNotation,2021,0,World
nydp,2014,pl,2021,0,United States
JLang,2016,pl,2016,0,Brazil
Link,2021,pl,2022,0,United States
